Tahun - Kuartal,Jumlah aset lancar,Jumlah liabilitas jangka pendek,Jumlah aset,Jumlah liabilitas,Jumlah ekuitas,Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk,Penjualan dan pendapatan usaha,Jumlah laba bruto,Jumlah laba (rugi),Laba (rugi) yang dapat diatribusikan ke entitas induk,Laba (rugi) per saham dasar dari operasi yang dilanjutkan,Current Ratio,Debt Equity Ratio,Gross Profit Margin,Net Profit Margin,Return on Asset,Return on Equity,Code
2020 - 4,592232,1043136,2441888,1421805,1020083,1020077,2044306,1375617,-164799,-164797,-76.0,0.5677418860052764,1.3938130524672991,0.6729017084526485,-0.0806136654688681,-0.2782642613030028,-0.1615534905698295,MAPB
2021 - 1,605568,974289,2383357,1385924,997433,997427,551637,370962,-22828,-22828,-11.0,0.6215486370060629,1.3894908229424934,0.6724748339940939,-0.0413822858147658,-0.0376968399915451,-0.0228868879627281,MAPB
2021 - 2,527166,899976,2329622,1329251,1000371,1000365,1176010,790404,-20068,-20068,-9.0,0.5857556201498707,1.3287580307705842,0.6721065297063801,-0.0170644807442113,-0.0380677054286505,-0.0200606778525838,MAPB
2021 - 3,476506,927738,2236347,1289769,946578,946572,1652138,1102368,-74039,-74039,-34.0,0.5136213025660262,1.3625596622782274,0.6672372404726482,-0.0448140530633639,-0.1553789459104397,-0.0782180330709127,MAPB
2021 - 4,516237,894469,2241377,1226624,1014753,1014747,2431383,1639739,-9927,-9927,-5.0,0.5771435343203621,1.208790710645842,0.6744058834005173,-0.0040828614825389,-0.0192295399206178,-0.0097827340213866,MAPB
2022 - 1,474437,840257,2221120,1164456,1056664,1056658,709610,493681,41623,41623,19.0,0.5646332015085861,1.1020116139094358,0.6957075013035329,0.0586561632445991,0.0877313531617475,0.0393911748172067,MAPB
2019 - 1,163891708,51907791,223339137,55597470,167741667,158782392,83250808,6456294,1022914,1137837,0.003,3.1573624082750893,0.3314469862756282,0.077552328381005,0.0122871359999292,0.0069426148148996,0.0071660149823161,UNIC
2019 - 2,160046309,50258231,220962624,54512320,166450304,157674516,150963051,13286816,2304303,2660299,0.007,3.184479553209901,0.3274990714345586,0.0880136954836717,0.0152640198030973,0.0166220578070313,0.0168720923804833,UNIC
2019 - 3,164786268,50934167,225671679,55317645,170354034,161405840,235884741,22747223,6366717,7008136,0.018,3.235279532499275,0.3247216617130417,0.0964336349335966,0.0269907963228532,0.0425286407966955,0.0434193459170994,UNIC
2019 - 4,159674594,38851588,219757421,43552524,176204897,167275179,322098564,33923330,11388329,12212707,0.0319,4.109860168392602,0.2471697707697647,0.1053197182214075,0.0353566587151875,0.0764849729318867,0.0730096782619494,UNIC
2020 - 1,154239875,33479006,210134345,38521625,171612720,163988253,83446662,9279561,100898,140605,0.0004,4.607062557353107,0.2244683552594469,0.1112035014654031,0.0012091316486691,0.0009115995458372,0.0008574089755075,UNIC
2020 - 2,160533770,30015672,215520526,36142133,179378393,170780613,159158328,17501605,3980023,4071215,0.011,5.3483316981875335,0.2014854319717314,0.109963488684048,0.025006690193428,0.025360489571758,0.0238388592737982,UNIC
2020 - 3,165848624,32888318,224461861,38512543,185949318,177771115,240302367,34140864,13510405,13689944,0.036,5.042782181806926,0.2071131177797597,0.1420746055322875,0.0562225215201479,0.0825448150839044,0.077008821146225,UNIC
2020 - 4,183171159,37344463,242256371,43542406,198713965,190331785,324957368,55446614,27294821,27703452,0.0723,4.904908098424123,0.2191210164821581,0.1706273482618803,0.0839950827026639,0.1512435262802481,0.145553471271233,UNIC
2021 - 1,208959737,48994841,266783536,54657976,212125560,204245264,87073608,24300914,13998996,14245975,0.0372,4.264933465137687,0.2576680339700694,0.2790847256495906,0.1607719758207332,0.0681756935787108,0.0697493529152284,UNIC
2021 - 2,216965875,45345239,274112720,51022031,223090689,215317345,178740755,48710876,29016949,29411546,0.077,4.784755352155052,0.2287053360617842,0.2725224921423209,0.1623409781389812,0.1355583959919964,0.1365962691022407,UNIC
2021 - 3,237347923,50876148,293680792,56417184,237263608,228845619,275226335,71249299,42914031,43456491,0.1134,4.665210168820171,0.2377827112871013,0.2588752962175658,0.1559226917729366,0.1830919371474761,0.189894354062334,UNIC
2021 - 4,235493664,47757509,292723782,51998377,240725405,231862906,371080905,93961266,58052717,58219737,0.1519,4.9310290450869205,0.2160070184532455,0.2532096497932169,0.1564422103584122,0.2472242183127271,0.2510955202122757,UNIC
2022 - 1,256401766,52742673,313433182,56781219,256651963,247874539,112147779,24962338,15436550,15475136,0.0404,4.861372232689079,0.2212382026472168,0.2225843277734461,0.1376447232182814,0.0603550289119303,0.0624313253891719,UNIC
2019 - 1,1646149,777938,6849401,4116964,2732437,1179576,679243,164577,36269,5808,0.0003,2.1160413811897607,1.50670042895774,0.2422947310461793,0.0533962072483632,0.0035282346859245,0.00492380312926,BRPT
2019 - 2,1724408,786201,6987196,4250312,2736884,1178166,1302296,328865,67743,10910,0.0001,2.193342414980393,1.5529748429235584,0.2525270752578523,0.0520181279831927,0.0063268089686431,0.0092601551903551,BRPT
2019 - 3,1622275,749128,6915779,4149413,2766366,1184616,1772184,467398,92008,12470,0.0001,2.165551147467456,1.4999508380308315,0.2637412368015962,0.0519178595450585,0.0076867362191983,0.0105266179082504,BRPT
2019 - 4,1828133,1105635,7182435,4426628,2755807,1175536,2402466,579451,137380,44130,0.0005,1.653468821084716,1.6062910065908098,0.2411900938452406,0.0571829112253825,0.0241393815439029,0.037540322031822,BRPT
2020 - 1,1766204,1107512,7130466,4398638,2731828,1153514,610600,91956,14189,-2089,0.0003,1.5947493119713376,1.6101445625420048,0.1505994104159842,0.0232377988863413,-0.001182762580087,-0.0018109879897426,BRPT
2020 - 2,1744504,928117,7176451,4252906,2923545,1278616,1106055,203058,24380,-8880,0.0001,1.8796164707682328,1.4547085815337202,0.1835876154440782,0.0220423035020862,-0.0050902720773354,-0.0069450092912962,BRPT
2020 - 3,1668458,907748,7269908,4294723,2975185,1291788,1665778,366429,75886,11290,0.0001,1.838018921550915,1.4435146049741443,0.2199746905049772,0.0455558904007616,0.0067667271216896,0.0087398241816768,BRPT
2020 - 4,2056677,1099536,7683159,4732198,2950961,1325010,2334170,583397,141383,36274,0.00039,1.8704953725935305,1.603612518091564,0.249937665208618,0.0605709952574148,0.0176371885327642,0.0273763971592667,BRPT
2021 - 1,1979841,926908,7649525,4531385,3118140,1400564,726367,249207,116147,45275,0.00051,2.135962792423844,1.4532333378231894,0.3430868968441573,0.1599012620342058,0.0228679979856968,0.0323262628483953,BRPT
2021 - 2,2046925,911207,7664828,4539922,3124906,1420469,1555716,496275,237833,95495,0.00102,2.2463885812993096,1.4528187407877229,0.3190010258941863,0.1528768746994953,0.0466529061885511,0.067227795889949,BRPT
2021 - 3,3210001,905672,8834673,4601908,4232765,1815459,2313420,637905,270530,100101,0.0010677756853863,3.544330618590395,1.087210842085493,0.2757411105635812,0.1169394230187341,0.031184102434859,0.0551381220947429,BRPT
2021 - 4,3564431,1132850,9241551,4974476,4267075,1748057,3155656,784851,296007,109115,0.00117,3.1464280354857217,1.165781243591922,0.2487124705607962,0.0938020493995543,0.0306121790546653,0.06242073342002,BRPT
2022 - 1,3569891,727358,9314673,4976849,4337824,1778068,813441,131471,30383,9352,1e-07,4.90802465910872,1.1473146443931337,0.1616232769186702,0.037351203098934,0.0026196878280037,0.0052596413635474,BRPT
2019 - 1,363795831665,290962417773,756322694012,407747512903,348575181109,349108021652,308358625324,69008019620,9339174109,9339127947,13.52,1.2503189740086034,1.1697548620809486,0.2237914361808156,0.0302867289643255,0.0256713440180367,0.0267513989017115,SKLT
2019 - 2,406735840636,323093899929,798532985224,437316028608,361216956616,361749743355,615673374978,152512661784,21980949616,21980849650,31.82,1.2588781178641266,1.2106741408402344,0.2477168381521285,0.0357022903853613,0.0540420770779118,0.0607625853335555,SKLT
2019 - 3,394134697717,312289771399,801241703256,427471786672,373769916584,374302696417,950281908296,233337509067,34533909584,34533802712,50.0,1.2620800737448108,1.1436762770497908,0.2455455660367244,0.0363406998307739,0.0876192908465934,0.092261699000765,SKLT
2019 - 4,378352247338,293281364781,790845543826,410463595860,380381947966,380959820631,1281116255236,323916167231,44943627900,44988552441,65.42,1.290065762004771,1.0790827431608,0.2528390112194228,0.0350816155179615,0.1189065289225296,0.1180926439079153,SKLT
2020 - 1,393096249533,294039102019,805409290725,412614004487,392795286238,393373114118,329909165498,84239921092,12413338273,12413293487,17.97,1.3368842675475154,1.0504555908468605,0.2553427728048698,0.0376265335164665,0.0315782546939764,0.0315560292289736,SKLT
2020 - 2,384019096154,289619123955,796224897203,407474641583,388750255620,389328110835,644589072426,166219057882,17693304404,17693286954,25.61,1.325945230791001,1.0481655913849814,0.2578682528023809,0.0274489673512596,0.0460739768704226,0.0454456959607998,SKLT
2020 - 3,352143899133,243179818295,757101338015,359750010756,397351327259,397929144967,956851220305,249123797459,26294376043,26294321086,38.07,1.4480802790378613,0.9053700996486396,0.2603579241708976,0.0274801092218062,0.0746692506976217,0.066077897079342,SKLT
2020 - 4,379723220668,247102759159,773863042440,366908471713,406954570727,407533672546,1253700810596,333589336910,42520246722,42521324247,61.83,1.5367016619335458,0.9015956524521644,0.2660836892586949,0.0339157846614027,0.111979784044277,0.104338186293552,SKLT
2021 - 1,413309928170,257555566916,803738070648,378682538628,425055532020,425634559701,336727392994,85278506354,18100961293,18100887155,26.21,1.6047408064947717,0.8909013295942281,0.2532568128649977,0.0537555353963214,0.0437949488296706,0.0425268266931038,SKLT
2021 - 2,402648868028,244486470508,791853976002,366596146908,425257829094,425836800069,690096717223,177254295050,27628255117,27628124273,40.0,1.6469167688149218,0.8620561970346858,0.256854279445473,0.0400353376961103,0.0686159243618654,0.0648796070901418,SKLT
2021 - 3,400128644532,230694378412,796659750308,354427981415,442231768893,442810648441,1020592684261,271961326606,44602194916,44601972645,64.5715647424756,1.7344533806428746,0.8014530080057534,0.2664739134426818,0.0437022483149543,0.1114690818928185,0.100724706603217,SKLT
2021 - 4,433383441542,241664687612,889125250792,347288021564,541837229228,542416220192,1356846112540,377829518444,84524160228,84524776901,122.91,1.7933254784737531,0.6409452928489424,0.27846158451728,0.0622945811222259,0.1950346247661346,0.1558301056540688,SKLT
2022 - 1,443029329235,238409275691,906571753614,347531404605,559040349009,559619261381,361356671025,93209436385,17131613007,17131534415,24.8,1.858272199984392,0.6216571043951696,0.2579430348431326,0.0474091510706184,0.0386690751255268,0.0306128391162299,SKLT
2019 - 1,3070863,655696,5854889,775475,5079414,4960257,1428392,501162,304424,299951,26.0,4.68336393694639,0.152670170220423,0.3508574676979428,0.213123568320181,0.0976764512125744,0.0604708586672021,UNIQ
2020 - 4,179504843132,209753907011,539154214761,263763651821,275390562940,275390562940,296492159634,34010616547,-1990358075,-1990358075,-0.8,0.8557878405696936,0.9577802848620736,0.1147100030873796,-0.0067130209360576,-0.0110880466525149,-0.0072274011634655,UNIQ
2021 - 1,146713485186,170595000132,534312940102,210780521235,323532418867,323532418867,56762452276,-9372024907,-22824267073,-22824267073,-9.13,0.8600104638030341,0.6514973738123262,-0.1651095844384903,-0.4021014976946377,-0.1555703420449996,-0.0705470788767624,UNIQ
2021 - 2,156947933350,169894088582,525208248094,198930895526,326277352568,326277352568,142877437447,6640122423,-20079333372,-20079333372,-6.4,0.923798671630935,0.6096987546340363,0.0464742547294294,-0.1405353688503013,-0.1279362712424018,-0.0615406898884139,UNIQ
2021 - 3,161128609836,171243606147,527287181416,196893970818,330393210598,330393210598,234960080761,21261374102,-15963475342,-15963475342,-5.09,0.9409321227309532,0.5959383077564726,0.0904893036857054,-0.0679412234210029,-0.0990728794734091,-0.0483165961948996,UNIQ
2021 - 4,149806535419,154573090834,516019518477,178974721208,337044797269,337044797269,318296247836,16839900910,-9467559696,-9467559696,-3.12,0.9691630969576784,0.5310116716181139,0.0529063758196629,-0.0297444904247759,-0.0631985758800161,-0.0280899149689108,UNIQ
2022 - 1,163365757034,153982530995,514537028763,175671990863,338865037900,338865037900,77528529527,2422835179,1820240631,1820240631,0.58,1.0609369516033262,0.5184128523605356,0.0312508852390425,0.0234783329711688,0.0111421185445929,0.0053715799135854,UNIQ
2019 - 1,275138323718,233110228892,565666559866,241905819484,323760740382,324010001041,226064751394,30455968652,452890836,452688548,0.31,1.1802927954974969,0.7471746549584094,0.1347223238660475,0.0020033677661258,0.0016453125899828,0.0013971437503335,FITT
2019 - 2,13236641253,4816086336,64450741794,23987868169,40462873625,40462767306,4055020504,1586572043,-3452471865,-3452449346,-5.94,2.7484227502436536,0.5928364947905995,0.39126116413837,-0.8514067590026667,-0.2608251806490203,-0.0853241035120219,FITT
2019 - 3,7958117147,1990809631,62864640642,23574572393,39290068249,39289965172,6874946367,3073255090,-4575823944,-4575798184,-7.87,3.997427490343501,0.6000135261561937,0.4470224094767836,-0.6655795841497945,-0.5749850246581196,-0.1164622611389063,FITT
2019 - 4,3749863280,5429157434,60838689252,23068864044,37769825208,37769724741,9484521447,4095801411,-6130295160,-6130266803,-10.56,0.6906897295916581,0.6107749749160555,0.431840597745237,-0.6463473348925836,-1.634797416667415,-0.1623063669390589,FITT
2020 - 1,2988679098,6903095062,65013714091,29183673421,35830040670,35829943273,1845598559,400630361,-1939784538,-1939781468,3.23,0.4329476953681273,0.8145029387431059,0.2170734036642689,-1.0510327549513436,-0.6490430736769586,-0.0541385581668431,FITT
2020 - 2,1467888575,6793195314,63116272713,30551698823,32564573890,32564482743,2065009571,-321217004,-5205251318,-5205241998,-8.68,0.2160821980158364,0.9381881957430396,-0.155552307607198,-2.520691134365692,-3.5460743319703267,-0.1598441479657437,FITT
2020 - 3,1168544519,6956582566,61707739302,30741184524,30966554778,30966465990,3627396010,-16835368,-6803270430,-6803258751,-11.34,0.1679768058401565,0.9927221398823444,-0.0046411717809658,-1.8755245942942969,-5.821993634287886,-0.2196976159047976,FITT
2020 - 4,1992531900,7743121716,61585045937,32393495681,29191550256,29191474792,5397369104,409537133,-8542260341,-8542235400,-14.3,0.25732927533384,1.1096874060103017,0.0758771774004655,-1.582671145219495,-4.287126043000868,-0.2926277435746762,FITT
2021 - 1,1424727317,7900662306,59916865041,32626498647,27290366394,27290293982,1557297563,206996835,-1901183862,-1901180810,3.17,0.1803301118082239,1.1955317189941863,0.1329205412748726,-1.2208224729624135,-1.3344173213462711,-0.069665090865418,FITT
2021 - 2,3145442209,10521847661,60609941181,35233146367,25376794814,25376736911,3567591237,745494454,-3814755442,-3814737881,-6.36,0.2989439032327765,1.3884001752483883,0.2089629681417451,-1.0692804159951468,-1.2127826955729646,-0.1503242081272645,FITT
2021 - 3,2459042789,10281270446,59099248489,35158031507,23941216982,23941161024,5386666288,1413564776,-5250333274,-5250313768,-8.75,0.2391769384839699,1.468514801625718,0.2624192219126384,-0.9746906515624122,-2.1351046803602407,-0.2193007165666186,FITT
2021 - 4,10697516860,5479437394,66565654172,28476506253,38089147919,38089091809,8759873774,3158274754,-5421836983,-5421817582,-7.77,1.952302050519605,0.7476278102507794,0.360538842851139,-0.6189400809738197,-0.5068295430571539,-0.1423456775810782,FITT
2022 - 1,12411450645,5124884277,67512808249,28192704102,39320104147,39320063626,2134007446,663476363,-1879221118,-1879205528,2.63,2.421801151823354,0.7170048176017106,0.3109063017767933,-0.8806066358964335,-0.1514090158959013,-0.0477925352785389,FITT
2019 - 1,52851100267,53685621023,228324454511,95223266060,133101188451,133101188451,17819778468,7518970892,150850763,150850763,0.2,0.984455413943289,0.7154201038186491,0.4219452506383425,0.0084653556872713,0.0028542596509422,0.0011333539899648,KPAS
2019 - 2,57611749165,64124385647,237056060604,103770627236,133285433368,133285433368,34556629191,13706439183,335095680,335095680,0.44,0.8984374444091896,0.7785594015325751,0.3966370419765864,0.0096970013524141,0.0058164469028754,0.0025141207972427,KPAS
2019 - 3,62584253714,68034098676,240856984154,107478494828,133378489326,133378489326,54340128770,22154990239,428151638,428151638,0.56,0.9198953896934258,0.8058158056154321,0.4077095645609012,0.0078791060619711,0.0068412038586668,0.0032100501374964,KPAS
2019 - 4,67508040259,45005291875,255330406694,109247270606,146083136088,145847787927,74877988354,30688950739,556268538,570920377,0.74,1.5000022763211998,0.7478431359810745,0.409852767330128,0.0074289994994274,0.0084570722955312,0.0039144945913458,KPAS
